customer_id,email,first_name,last_name,geo_id,segment,created_at,updated_at,is_deleted
C000799,patrickcarpenter@example.com,Alison,Frank,GEO0759,Mid-Market,2025-09-09T00:19:30,2026-01-07T08:08:20,0
C000800,jacquelineyoung@example.org,James,Jefferson,GEO0414,SMB,2025-07-06T19:42:45,2025-07-30T15:31:47,0
C000801,angela21@example.org,Rhonda,Ward,GEO0446,Consumer,2025-08-07T04:14:32,2025-09-09T04:14:42,0
C000802,kenneththomas@example.net,Teresa,Durham,GEO0173,Consumer,2026-01-31T22:25:18,2026-02-28T19:06:15,0
C000803,jasonwalker@example.net,Devin,Hayden,GEO0792,Consumer,2024-09-13T23:42:19,2025-08-15T22:29:42,0
C000804,nicholasjohnson@example.com,Nathan,Miles,GEO0432,Mid-Market,2025-06-16T18:56:17,2025-08-22T10:27:23,0
C000805,woodsbrittney@example.org,Anthony,Diaz,GEO0206,Mid-Market,2024-05-28T23:59:54,2024-07-02T23:57:51,0
C000806,sanchezalexander@example.com,Edward,White,GEO0300,Consumer,2025-10-09T06:11:00,2025-11-14T20:02:53,0
C000807,kaitlinhale@example.com,Theodore,Sharp,GEO0282,Consumer,2024-08-31T12:20:00,2026-01-05T15:54:22,0
C000808,sharrington@example.org,Justin,Moore,GEO0745,Mid-Market,2025-10-05T12:28:13,2026-01-29T19:16:34,0
C000809,munozglenn@example.org,Alex,Wall,GEO0156,Mid-Market,2024-04-30T08:41:49,2025-10-08T10:21:57,0
C000810,qspencer@example.net,Warren,Fletcher,GEO0746,SMB,2024-09-18T15:49:35,2025-12-29T21:06:42,0
C000811,rhuynh@example.org,Adrienne,Spence,GEO0284,Mid-Market,2024-12-16T08:04:50,2025-06-21T13:41:01,0
C000812,juliamorales@example.org,Jeffery,White,GEO0408,Consumer,2025-07-10T03:14:29,2026-02-07T03:07:35,0
C000813,velasqueztaylor@example.com,Denise,Sullivan,GEO0722,Consumer,2024-10-29T11:19:28,2025-06-09T17:05:55,1
C000814,zmartin@example.com,Deborah,Lee,GEO0070,Consumer,2025-05-31T12:52:56,2026-02-16T06:09:53,0
C000815,garciamichael@example.com,Anthony,Campbell,GEO0333,Consumer,2024-08-15T06:46:47,2025-08-12T16:38:49,0
C000816,jonescarla@example.com,Jacob,Harris,GEO0285,Mid-Market,2025-07-30T16:03:51,2025-12-13T11:34:14,0
C000817,allenchristopher@example.net,Annette,Elliott,GEO0672,Consumer,2025-06-27T11:10:06,2025-12-18T05:40:40,0
C000818,uwilliams@example.org,Sherry,Smith,GEO0225,Consumer,2025-09-25T22:09:34,2026-02-28T13:54:12,0
C000819,karen68@example.org,Leonard,Myers,GEO0598,SMB,2024-02-20T09:24:57,2025-08-07T13:57:30,0
C000820,terri15@example.com,Peggy,Gordon,GEO0475,Consumer,2024-11-25T23:19:00,2025-01-02T08:45:35,0
C000821,andrewflynn@example.com,Brenda,Christian,GEO0044,Consumer,2024-11-15T23:39:38,2024-12-19T01:48:26,0
C000822,evan71@example.net,Christopher,Higgins,GEO0770,SMB,2024-05-27T05:48:51,2025-01-30T12:50:10,0
C000823,lindseypena@example.net,Eugene,Stuart,GEO0686,SMB,2025-03-05T18:12:15,2025-08-31T02:14:17,0
C000824,seth25@example.com,Michael,Chase,GEO0635,Consumer,2025-02-15T23:47:37,2026-01-25T04:13:28,0
C000825,twilliams@example.net,Paul,Clark,GEO0203,SMB,2025-11-19T10:00:40,2025-12-04T16:19:33,0
C000826,rubioashley@example.com,Connor,Smith,GEO0640,Mid-Market,2026-03-01T19:30:14,2026-03-02T09:52:07,0
C000827,amy17@example.org,Shawn,Jackson,GEO0082,Mid-Market,2026-01-30T14:09:04,2026-02-27T23:21:56,0
C000828,evan49@example.com,Michael,Jones,GEO0348,SMB,2024-02-11T08:07:40,2025-06-02T13:37:10,0
C000829,escott@example.com,Kathryn,Ramos,GEO0447,Mid-Market,2025-12-27T15:48:18,2026-01-24T16:06:05,0
C000830,shelbybonilla@example.com,Benjamin,Trevino,GEO0399,Mid-Market,2025-09-09T11:15:55,2026-02-26T15:53:44,0
C000831,nortiz@example.net,David,Richardson,GEO0299,SMB,2025-03-18T01:40:06,2025-08-08T23:46:17,0
C000832,nathaniel68@example.com,Jose,Hutchinson,GEO0061,Mid-Market,2024-09-14T16:21:26,2025-05-29T11:05:00,0
C000833,oliverdawn@example.net,Krystal,Lyons,GEO0228,SMB,2025-12-31T07:37:31,2026-01-14T18:27:42,0
C000834,mooredaniel@example.com,Eric,Ross,GEO0408,Mid-Market,2024-04-16T15:35:38,2025-11-16T12:38:33,0
C000835,walkermorgan@example.net,Clayton,Owens,GEO0502,SMB,2025-11-14T01:38:06,2026-01-28T20:06:36,0
C000836,lrodriguez@example.net,Daniel,Moyer,GEO0344,Consumer,2024-04-30T11:37:43,2026-01-08T13:52:25,0
C000837,mtate@example.com,Mark,Stewart,GEO0470,Consumer,2026-02-01T11:41:50,2026-02-15T14:36:55,0
C000838,vlewis@example.com,Danny,Gibson,GEO0029,SMB,2024-02-08T20:47:49,2025-04-25T21:58:01,0
C000839,stacythomas@example.org,Luke,Johnson,GEO0464,Consumer,2025-08-03T00:40:21,2025-08-28T09:58:26,0
C000840,zbrown@example.com,Kristine,Irwin,GEO0174,Mid-Market,2024-01-30T14:54:57,2024-10-15T11:52:43,0
C000841,brianparrish@example.net,Rodney,King,GEO0022,Consumer,2024-12-26T08:28:50,2025-01-19T10:29:44,0
C000842,christopherjones@example.com,Christopher,Russo,GEO0654,Consumer,2024-09-26T06:35:49,2025-08-21T23:25:48,0
C000843,hsavage@example.org,Elizabeth,Green,GEO0618,SMB,2024-06-25T02:21:22,2025-12-28T23:51:53,0
C000844,davisrachel@example.com,Tabitha,Phillips,GEO0491,SMB,2024-08-21T09:06:58,2024-11-21T20:25:20,0
C000845,michaelbarnes@example.com,Amanda,Bowers,GEO0471,Mid-Market,2025-05-24T05:48:24,2025-09-04T08:54:45,0
C000846,sgomez@example.net,Paul,Smith,GEO0711,SMB,2024-12-25T14:57:23,2026-01-15T05:10:20,0
C000847,christiancontreras@example.net,Duane,Beck,GEO0599,Consumer,2024-04-24T18:19:58,2025-09-24T22:41:35,0
C000848,alexis72@example.com,Michelle,Wilson,GEO0329,Mid-Market,2026-02-13T17:11:25,2026-02-15T06:05:05,0
C000849,ubaker@example.org,Vanessa,Harding,GEO0135,Mid-Market,2025-09-04T12:54:16,2025-10-11T22:21:34,0
C000850,cynthiafowler@example.net,Connor,Robinson,GEO0447,Consumer,2025-02-10T12:06:54,2026-02-21T09:39:36,0
C000851,robertpayne@example.org,Carolyn,Robinson,GEO0309,SMB,2024-03-25T07:28:52,2024-05-05T07:35:09,0
C000852,stephaniebonilla@example.net,Stephanie,Wood,GEO0597,Consumer,2024-10-07T15:14:53,2025-09-27T07:15:56,0
C000853,allen48@example.org,Holly,Banks,GEO0154,Mid-Market,2025-03-26T06:09:00,2025-08-24T07:01:54,0
C000854,wgutierrez@example.com,Maria,Simmons,GEO0748,SMB,2025-05-09T13:35:35,2026-02-23T06:26:11,0
C000855,daniel27@example.com,Nathan,Tran,GEO0079,Mid-Market,2025-06-15T12:40:36,2025-12-30T23:16:45,0
C000856,amyjames@example.net,Haley,Kim,GEO0582,SMB,2025-01-07T13:23:23,2025-05-07T10:34:22,0
C000857,jacqueline11@example.org,Christopher,Smith,GEO0076,Consumer,2025-12-10T10:55:52,2026-01-10T17:37:08,0
C000858,vgarcia@example.net,Sara,Garcia,GEO0591,Mid-Market,2025-06-03T15:34:20,2025-07-26T19:14:46,0
C000859,zgordon@example.org,Elizabeth,Christian,GEO0198,Mid-Market,2026-01-04T20:35:52,2026-01-18T14:17:36,0
C000860,jeffreygibson@example.com,Danny,Gates,GEO0127,SMB,2024-02-24T19:28:31,2025-10-21T13:04:10,0
C000861,belllaura@example.com,Robert,Hoover,GEO0432,SMB,2025-07-27T17:41:03,2025-10-23T15:55:45,0
C000862,xsmith@example.org,William,Adams,GEO0116,Mid-Market,2024-03-06T11:04:46,2024-12-13T18:16:57,0
C000863,kyle63@example.org,Rachel,Perry,GEO0161,Mid-Market,2024-01-29T19:31:27,2026-01-19T04:25:13,0
C000864,johnsonkrystal@example.net,Lori,Greene,GEO0003,SMB,2025-04-07T17:44:43,2025-09-09T10:14:36,0
C000865,george96@example.org,Angela,Myers,GEO0138,SMB,2025-06-04T04:49:34,2025-11-12T00:39:03,0
C000866,zpoole@example.net,Roy,Ayers,GEO0095,SMB,2026-02-11T18:07:49,2026-02-13T19:04:33,0
C000867,lmadden@example.com,Rebecca,Holmes,GEO0571,Consumer,2026-01-17T23:12:15,2026-02-24T05:53:11,0
C000868,thall@example.org,William,Welch,GEO0306,SMB,2025-10-26T23:07:21,2025-11-06T03:25:36,0
C000869,ocameron@example.com,Mary,Moore,GEO0689,SMB,2025-12-02T13:24:44,2026-01-31T04:54:21,0
C000870,james10@example.com,Alexander,Carrillo,GEO0420,SMB,2024-04-08T11:11:45,2025-06-22T08:31:05,0
C000871,anthonyzimmerman@example.org,Ashley,Johnson,GEO0700,SMB,2024-09-23T06:14:22,2024-12-15T10:28:48,0
C000872,tonyawalters@example.com,Jacob,Delgado,GEO0273,SMB,2025-06-20T00:56:38,2025-07-05T17:03:43,0
C000873,kennethnichols@example.org,Jessica,Roman,GEO0371,Consumer,2024-04-07T00:33:00,2024-04-11T10:24:19,0
C000874,qtownsend@example.org,Joshua,Donovan,GEO0647,Mid-Market,2025-08-04T11:54:04,2025-09-17T06:40:39,0
C000875,littlebeth@example.org,Daniel,Ho,GEO0471,Mid-Market,2024-07-05T06:22:06,2024-12-10T19:23:36,0
C000876,rodriguezjustin@example.org,Christopher,Snyder,GEO0669,Mid-Market,2025-03-27T05:32:09,2025-11-09T00:39:02,0
C000877,roberta36@example.org,Travis,Johnson,GEO0027,Consumer,2025-07-04T09:59:18,2025-07-31T11:43:11,0
C000878,tuckerconnie@example.org,Grace,Brooks,GEO0265,Consumer,2025-06-14T03:31:12,2025-09-01T19:58:21,0
C000879,cynthia72@example.org,Kent,Berger,GEO0209,Mid-Market,2025-04-10T17:53:24,2025-11-25T03:42:35,0
C000880,wilsonmatthew@example.com,Timothy,Mendez,GEO0397,Consumer,2024-12-12T11:09:15,2026-02-03T15:12:50,0
C000881,moorejudy@example.org,James,Johnson,GEO0199,SMB,2024-02-12T01:58:58,2025-06-17T21:45:48,0
C000882,holmeskathleen@example.org,Michelle,Wilson,GEO0456,Consumer,2025-08-28T16:05:42,2026-02-11T10:58:33,0
C000883,anthonytaylor@example.org,Jessica,Case,GEO0713,Mid-Market,2025-08-11T17:33:25,2026-02-20T17:41:12,0
C000884,joshua31@example.com,Jean,Pearson,GEO0108,Consumer,2024-11-24T14:48:12,2025-04-22T20:27:25,0
C000885,fmcgee@example.com,William,Ross,GEO0543,Consumer,2025-01-21T15:01:31,2025-03-15T10:35:30,0
C000886,johngonzalez@example.net,Juan,Long,GEO0250,SMB,2025-02-02T15:50:49,2025-06-29T21:44:03,0
C000887,gabriel37@example.com,Nicole,Henderson,GEO0736,Consumer,2024-02-12T02:19:57,2025-10-05T23:57:36,0
C000888,lisa91@example.net,Patrick,Gonzalez,GEO0043,Mid-Market,2024-06-26T10:47:03,2025-12-25T00:03:19,0
C000889,nathaniel17@example.org,Pamela,Rubio,GEO0281,SMB,2024-07-11T17:03:52,2025-09-28T23:32:33,0
C000890,brenda49@example.net,Stephanie,Moreno,GEO0421,Mid-Market,2024-07-01T11:43:44,2024-08-15T06:06:29,0
C000891,ljohnson@example.com,Ruben,Lopez,GEO0416,Consumer,2024-07-09T22:20:04,2025-02-02T15:13:36,0
C000892,charlessandoval@example.com,Dustin,Edwards,GEO0078,Consumer,2025-09-19T01:59:24,2025-11-10T22:07:59,0
C000893,floresalex@example.com,Jason,Bradley,GEO0577,Consumer,2024-01-05T21:52:58,2024-12-08T05:24:52,0
C000894,rachel81@example.com,Justin,Lewis,GEO0006,SMB,2025-01-15T01:09:09,2025-11-17T07:39:42,0
C000895,dakotaramirez@example.net,Sophia,Aguirre,GEO0562,Mid-Market,2025-03-08T18:45:55,2026-01-22T09:13:56,0
C000896,berrydebbie@example.net,Katelyn,Stewart,GEO0220,SMB,2026-01-24T13:44:00,2026-02-19T13:24:17,0
C000897,james07@example.com,Brandon,Hill,GEO0331,SMB,2024-07-13T08:38:00,2025-08-21T01:44:49,0
C000898,martinezgeorge@example.com,Brittany,Young,GEO0454,Mid-Market,2024-05-11T22:14:04,2026-02-22T03:07:10,0
C000899,mitchelldawn@example.net,Vanessa,Buck,GEO0657,Consumer,2025-05-15T05:34:20,2025-08-08T23:16:43,0
C000900,david60@example.net,Samantha,Williams,GEO0687,SMB,2025-12-12T09:34:18,2026-01-17T18:16:06,0
C000901,jonescody@example.com,Jennifer,Hill,GEO0596,SMB,2024-05-02T06:05:35,2025-09-23T06:08:33,0
C000902,richard85@example.com,Cheryl,Long,GEO0691,SMB,2025-04-25T03:07:14,2025-05-14T12:11:05,0
C000903,psnyder@example.org,Megan,Pace,GEO0551,Consumer,2025-12-11T07:27:39,2026-01-27T14:47:09,0
C000904,johnsonbrandon@example.org,Dominic,Holder,GEO0454,Consumer,2025-09-03T21:59:32,2025-10-21T06:46:20,0
C000905,fperez@example.org,Jennifer,Burnett,GEO0011,Consumer,2025-08-05T04:21:55,2025-10-08T05:22:29,0
C000906,villamiranda@example.com,Nicole,Williams,GEO0108,Consumer,2025-10-21T12:24:09,2026-01-03T16:04:14,0
C000907,valentinecharles@example.com,Hailey,Conner,GEO0485,Consumer,2025-10-04T10:42:46,2026-01-24T00:55:28,0
C000908,knelson@example.org,Brandy,Wilson,GEO0452,Mid-Market,2024-09-08T16:18:35,2025-02-19T04:35:20,0
C000909,michelle96@example.net,Sean,Martinez,GEO0738,Mid-Market,2024-04-24T02:26:33,2025-10-23T00:39:46,0
C000910,beckystanley@example.com,Marc,Simon,GEO0010,SMB,2026-01-11T11:02:09,2026-01-17T21:14:00,0
C000911,christophermiranda@example.net,Christopher,Hansen,GEO0041,Mid-Market,2024-01-04T01:52:24,2026-03-01T18:07:54,0
C000912,donnamoss@example.org,Heather,Jones,GEO0623,Mid-Market,2026-02-19T01:36:34,2026-02-20T00:41:52,0
C000913,abrown@example.net,Jason,Cardenas,GEO0260,Mid-Market,2025-05-02T20:24:18,2025-11-16T14:58:47,0
C000914,tonypeterson@example.net,Kathleen,Palmer,GEO0063,SMB,2025-11-30T19:16:22,2026-02-19T14:30:58,0
C000915,kathleen47@example.net,Eric,Wagner,GEO0593,SMB,2024-06-05T17:56:23,2025-01-20T04:18:40,0
C000916,jefferycox@example.com,Miranda,Palmer,GEO0667,SMB,2024-06-27T08:56:10,2025-07-08T23:01:27,0
C000917,rlopez@example.com,Frank,Parker,GEO0757,Consumer,2024-11-03T01:29:26,2025-11-01T17:54:14,0
C000918,thomasnancy@example.net,Daniel,Smith,GEO0130,Mid-Market,2024-05-08T11:13:25,2025-07-13T13:29:46,0
C000919,blopez@example.com,Dorothy,Chavez,GEO0758,SMB,2025-03-30T14:23:21,2025-09-12T21:25:08,0
C000920,david81@example.com,Ryan,Hernandez,GEO0389,Consumer,2025-06-26T07:13:45,2025-08-13T18:12:55,0
C000921,dromero@example.com,Joseph,Davis,GEO0498,Mid-Market,2025-11-06T11:57:29,2026-01-15T13:23:41,0
C000922,bdennis@example.org,Kelly,Powell,GEO0265,SMB,2024-08-06T04:30:06,2026-02-12T20:28:19,0
C000923,alyssa78@example.com,Daniel,Williams,GEO0647,SMB,2025-09-30T01:12:13,2025-12-25T17:56:10,0
C000924,susanrobinson@example.org,Patty,Johnston,GEO0422,Mid-Market,2025-01-28T13:11:28,2025-02-09T22:13:24,0
C000925,camerongarcia@example.org,Nicole,Lyons,GEO0181,Consumer,2025-11-14T08:47:43,2026-01-25T04:41:25,0
C000926,gmyers@example.org,Jessica,Suarez,GEO0283,Consumer,2024-07-21T13:20:29,2025-03-29T23:08:48,0
C000927,tyler23@example.com,Dana,Mccarthy,GEO0487,SMB,2025-05-13T19:59:48,2026-02-08T23:40:56,0
C000928,jessica12@example.net,Rebecca,Howell,GEO0456,Consumer,2025-11-23T02:05:01,2025-11-24T01:21:54,0
C000929,melissa32@example.com,Erin,Jackson,GEO0237,SMB,2024-11-16T06:47:09,2025-03-05T09:53:04,0
C000930,rachel20@example.net,Thomas,Cook,GEO0132,SMB,2025-09-30T18:57:53,2026-01-22T15:21:45,0
C000931,terriibarra@example.org,Erin,Castaneda,GEO0093,SMB,2024-10-23T03:51:35,2025-01-12T04:10:26,0
C000932,tara90@example.com,Morgan,Kennedy,GEO0037,Mid-Market,2025-06-29T13:10:35,2025-11-17T20:30:44,0
C000933,fuentesashley@example.com,Mary,Fox,GEO0434,Consumer,2025-12-07T03:42:09,2026-02-01T03:48:02,0
C000934,karirowe@example.org,Kevin,Fitzgerald,GEO0709,SMB,2025-01-25T12:30:10,2026-02-21T00:37:44,0
C000935,whenry@example.net,Jonathan,Tucker,GEO0554,SMB,2025-01-06T18:36:11,2025-08-23T00:31:42,0
C000936,stephen54@example.net,Matthew,Holmes,GEO0096,SMB,2024-12-18T02:56:23,2025-01-22T05:08:39,0
C000937,rrodriguez@example.net,Jessica,Smith,GEO0525,SMB,2025-11-24T04:07:59,2026-02-17T06:40:20,0
C000938,qchase@example.org,Michael,Johnson,GEO0020,Consumer,2025-12-29T11:38:51,2026-01-29T00:39:57,0
C000939,vhoward@example.org,James,Blevins,GEO0632,Consumer,2025-03-03T11:54:16,2025-06-09T16:17:33,0
C000940,sheppardnatalie@example.net,Amy,Gaines,GEO0192,SMB,2024-01-25T10:57:10,2024-03-18T20:15:44,0
C000941,josephshelton@example.com,Peter,Butler,GEO0345,SMB,2024-09-26T13:21:02,2025-07-02T23:48:42,0
C000942,kyle09@example.net,Jacqueline,Flowers,GEO0412,Consumer,2025-11-06T10:35:02,2025-11-22T19:00:47,0
C000943,hamiltonspencer@example.com,Keith,Montes,GEO0412,SMB,2024-01-20T12:12:57,2025-05-15T12:24:02,0
C000944,jho@example.com,Erin,Mills,GEO0732,SMB,2025-11-19T22:24:21,2026-01-04T16:54:50,0
C000945,cindy24@example.com,Keith,Marsh,GEO0040,Mid-Market,2025-02-20T10:08:22,2026-02-23T08:35:12,0
C000946,chavezjeff@example.net,David,Freeman,GEO0395,SMB,2024-10-15T02:58:28,2026-01-28T21:05:51,0
C000947,jordandonna@example.org,Brendan,Taylor,GEO0635,Mid-Market,2024-11-22T03:01:51,2025-01-26T03:15:04,0
C000948,kristen88@example.org,Stephanie,Reeves,GEO0172,Consumer,2025-01-17T04:36:51,2025-05-18T02:55:04,0
C000949,wendygonzalez@example.net,Samantha,Carter,GEO0431,Consumer,2026-01-10T23:51:21,2026-02-18T02:09:37,0
C000950,kennedymichael@example.net,Dana,Henderson,GEO0262,Mid-Market,2025-04-16T10:50:42,2025-06-09T19:07:03,0
C000951,orozcosamantha@example.net,Lance,Elliott,GEO0305,Consumer,2024-05-22T23:59:05,2024-11-28T02:45:05,0
C000952,linda23@example.com,Derek,Spencer,GEO0044,Mid-Market,2025-03-19T07:13:03,2025-04-28T12:20:40,0
C000953,kevin49@example.net,Steven,White,GEO0786,SMB,2024-07-16T06:45:31,2025-01-22T15:18:46,0
C000954,hdavis@example.com,Heather,Gordon,GEO0259,Consumer,2025-08-29T14:11:32,2025-08-30T02:11:12,0
C000955,taylor67@example.com,Suzanne,Murray,GEO0088,Mid-Market,2024-05-27T18:12:44,2024-09-30T22:48:04,0
C000956,bernardrobert@example.org,Christina,Turner,GEO0752,SMB,2024-07-10T07:10:25,2025-05-09T19:26:32,0
C000957,bettywatson@example.net,Amy,Cunningham,GEO0507,Consumer,2024-10-19T13:16:52,2025-04-13T23:15:33,0
C000958,brian62@example.com,Elizabeth,Ford,GEO0221,Mid-Market,2025-11-01T08:18:48,2025-11-21T02:03:04,0
C000959,fcombs@example.org,Joseph,Andersen,GEO0656,Mid-Market,2024-12-18T01:39:48,2026-02-09T13:05:43,0
C000960,cookconnor@example.com,Ariana,Vaughn,GEO0331,SMB,2026-01-03T00:47:43,2026-01-08T10:37:49,0
C000961,martinezbrenda@example.net,Jodi,Brown,GEO0064,Mid-Market,2025-01-05T21:38:43,2025-02-07T18:16:46,0
C000962,zacharyhart@example.com,Derek,Jacobson,GEO0526,SMB,2024-11-22T11:47:51,2025-07-25T11:31:19,0
C000963,kevincollins@example.org,Linda,Hanson,GEO0540,SMB,2025-05-15T17:47:12,2025-09-08T18:10:02,0
C000964,dannysmith@example.net,Nichole,Meyer,GEO0705,SMB,2024-12-27T14:56:29,2025-06-11T12:29:55,0
C000965,jameswells@example.net,Scott,Brown,GEO0395,SMB,2025-04-20T04:09:47,2025-11-03T13:01:55,0
C000966,evanstimothy@example.org,Lori,Skinner,GEO0224,SMB,2024-11-20T20:09:25,2025-05-26T00:27:50,0
C000967,lorraine79@example.org,Ryan,Fields,GEO0712,Consumer,2025-11-08T04:37:11,2025-12-05T03:01:25,0
C000968,donaldgarner@example.org,George,Harmon,GEO0180,SMB,2024-06-02T10:12:01,2025-10-24T12:10:19,0
C000969,thomasroberts@example.net,Craig,Chapman,GEO0273,SMB,2025-07-16T07:12:31,2025-12-18T23:31:27,0
C000970,elizabeth66@example.net,Lauren,Marshall,GEO0647,SMB,2024-06-12T21:03:22,2024-09-28T02:20:45,0
C000971,shernandez@example.com,David,Price,GEO0533,SMB,2025-09-14T04:15:33,2026-01-18T06:26:31,0
C000972,austin97@example.org,Rebecca,Kelly,GEO0589,Mid-Market,2024-11-11T05:21:40,2025-04-19T21:39:27,0
C000973,taylorsharp@example.com,Albert,Moore,GEO0345,Mid-Market,2024-05-04T04:33:18,2025-04-18T23:23:51,0
C000974,michaelmccarthy@example.com,William,Thompson,GEO0754,SMB,2024-05-11T18:30:04,2024-05-29T14:23:26,0
C000975,michaelball@example.com,Stephen,Trevino,GEO0713,SMB,2024-08-02T22:14:58,2025-06-18T20:58:57,1
C000976,joshuafarmer@example.com,Sandra,Jones,GEO0212,SMB,2025-05-02T17:21:36,2025-10-18T22:12:57,0
C000977,ebennett@example.net,Donna,Johnston,GEO0372,Mid-Market,2024-11-25T18:58:14,2025-11-22T18:39:15,0
C000978,david59@example.net,Michael,Williamson,GEO0509,SMB,2024-09-12T18:30:56,2024-10-01T10:32:56,0
C000979,bjones@example.net,Erik,Davis,GEO0483,Consumer,2025-01-28T19:20:05,2025-10-25T15:29:38,0
C000980,portererin@example.com,Kathleen,Zavala,GEO0514,SMB,2026-01-15T02:28:24,2026-01-27T08:45:09,0
C000981,danielgilmore@example.net,Patricia,Campos,GEO0688,SMB,2024-03-01T07:14:40,2024-03-04T10:22:52,0
C000982,dnielsen@example.net,John,Johnson,GEO0606,Mid-Market,2025-05-09T04:50:17,2025-10-19T15:20:38,0
C000983,alexandernicholas@example.net,Mary,Mclean,GEO0344,Consumer,2025-07-03T20:12:59,2025-12-02T19:07:18,0
C000984,daniel76@example.org,Vanessa,Berry,GEO0541,Mid-Market,2024-03-03T06:33:51,2025-08-01T09:15:50,0
C000985,jameshenry@example.net,Justin,Harris,GEO0748,Mid-Market,2025-03-09T00:19:16,2025-06-21T04:18:01,0
C000986,ryanrice@example.org,Christopher,Johnson,GEO0555,Mid-Market,2025-10-29T13:05:23,2025-12-27T04:28:40,0
C000987,harrislisa@example.org,Michael,Russell,GEO0648,Consumer,2025-07-22T19:28:48,2025-10-10T03:59:17,0
C000988,petersonfaith@example.net,Dawn,Crawford,GEO0151,Consumer,2024-10-09T22:38:29,2025-03-03T05:37:08,0
C000989,ashleywells@example.com,Michael,Yoder,GEO0720,Consumer,2024-01-18T01:55:20,2025-08-05T15:23:09,0
C000990,lauriegonzales@example.net,Nicholas,Jones,GEO0256,SMB,2026-01-07T17:01:40,2026-02-03T20:20:25,0
C000991,martinezzachary@example.org,David,Hall,GEO0398,Mid-Market,2024-11-30T01:41:18,2025-05-14T18:48:36,0
C000992,andrew44@example.com,Jacqueline,Jones,GEO0375,Consumer,2025-06-07T23:45:45,2025-08-13T15:04:59,0
C000993,tammyjones@example.net,John,Holmes,GEO0557,Consumer,2024-05-23T03:33:10,2025-01-18T02:48:23,1
C000994,reginald08@example.net,Patricia,Aguilar,GEO0015,SMB,2024-12-31T02:26:21,2026-01-19T02:31:25,0
C000995,denise05@example.com,Jose,Cook,GEO0797,Mid-Market,2024-03-04T13:41:50,2025-04-13T22:09:35,0
C000996,tayloramy@example.net,Mark,Todd,GEO0555,Consumer,2024-04-01T14:10:07,2024-12-24T07:15:03,0
C000997,youngcharles@example.net,Rebecca,Warner,GEO0373,Mid-Market,2025-11-30T00:03:41,2026-02-27T07:30:02,0
C000998,reedchad@example.com,Carly,Salazar,GEO0315,Consumer,2024-08-12T04:55:08,2026-01-06T10:20:24,0
C000999,claytimothy@example.org,Joseph,Williams,GEO0366,Mid-Market,2025-10-11T12:01:32,2025-12-24T15:01:42,0
C001000,crawfordjeffrey@example.com,Ryan,Turner,GEO0015,SMB,2025-12-14T17:04:02,2026-01-08T18:02:13,0
C001001,andrewbrown@example.org,Amanda,Dalton,GEO0784,SMB,2025-08-19T00:22:44,2025-09-08T18:56:23,0
C001002,tranbrett@example.com,Heather,Jordan,GEO0314,SMB,2024-06-17T06:09:34,2024-06-24T20:47:39,0
C001003,hdunn@example.com,David,Gilbert,GEO0142,Mid-Market,2024-09-29T11:32:24,2025-03-11T06:48:38,0
C001004,michael56@example.org,John,Davis,GEO0665,Consumer,2024-12-08T10:57:16,2025-06-27T03:41:18,0
C001005,perezjulie@example.net,Ashley,Ritter,GEO0211,SMB,2024-01-30T19:41:42,2025-07-07T12:13:11,0
C001006,marksjohn@example.org,Chase,Martinez,GEO0632,SMB,2024-02-12T03:47:59,2024-09-09T06:48:36,0
C001007,justinedwards@example.net,Diana,Sanchez,GEO0246,SMB,2026-02-04T22:43:13,2026-02-22T09:23:29,0
C001008,david67@example.net,David,Jones,GEO0585,Mid-Market,2025-10-25T07:36:56,2025-12-28T06:32:01,0
C001009,shawna37@example.net,Jill,Kelly,GEO0230,Consumer,2024-01-13T05:55:21,2024-08-11T15:46:24,0
C001010,scottturner@example.com,Kimberly,Carter,GEO0276,SMB,2024-12-01T12:38:48,2025-02-23T15:30:35,0
C001011,alisonadams@example.net,Amber,Garcia,GEO0693,Mid-Market,2024-10-19T07:04:39,2024-12-12T00:54:01,0
C001012,rachel97@example.com,Christian,Barr,GEO0141,Consumer,2024-02-21T08:59:00,2024-12-27T14:24:46,0
C001013,kevintran@example.org,Nathan,Velasquez,GEO0480,Consumer,2024-06-12T01:23:13,2024-12-24T13:47:56,0
C001014,barryyoung@example.com,Debra,Chavez,GEO0124,SMB,2024-03-18T13:41:01,2025-01-16T01:57:07,0
C001015,smithmary@example.com,Joshua,Cruz,GEO0335,SMB,2024-05-25T14:59:59,2024-12-20T03:58:40,0
C001016,brownmelissa@example.com,Tyler,Roy,GEO0209,Consumer,2025-11-29T15:11:00,2025-12-13T02:46:15,0
C001017,owallace@example.org,Nicolas,Keller,GEO0772,Mid-Market,2025-08-16T17:17:17,2025-08-21T22:36:30,0
C001018,guerreroanthony@example.com,Sharon,Kent,GEO0443,Mid-Market,2026-01-18T04:13:04,2026-02-12T21:24:01,0
C001019,sandra49@example.org,Katherine,Peterson,GEO0785,SMB,2025-05-24T14:26:11,2025-05-30T18:57:02,0
C001020,yglenn@example.net,Sarah,Goodwin,GEO0664,SMB,2024-03-05T22:18:46,2025-07-08T06:51:17,0
C001021,transtephanie@example.net,Karl,Ritter,GEO0539,SMB,2025-11-18T06:15:44,2026-01-14T00:41:02,0
C001022,ucoleman@example.net,Kayla,Green,GEO0340,SMB,2025-07-30T17:44:31,2026-02-17T07:45:54,0
