lead_id,email,company,source,status,geo_id,created_at,updated_at
L000748,smithmarie@example.com,"Scott, Martin and Sheppard",Referral,Qualified,GEO0333,2025-02-19T19:32:04,2025-12-16T19:29:32
L000749,james23@example.net,Ruiz PLC,Event,Working,GEO0137,2025-06-15T16:40:49,2025-11-02T06:17:40
L000750,troberts@example.com,Adams Ltd,Outbound,Qualified,GEO0057,2024-04-05T10:03:15,2025-06-19T00:10:38
L000751,martinezmaria@example.com,"Roberts, Soto and Williams",Referral,Disqualified,GEO0478,2024-03-23T00:22:43,2024-07-24T04:29:04
L000752,rebecca35@example.net,Sims-Fernandez,Web,Disqualified,GEO0607,2025-09-08T01:59:37,2026-01-17T08:50:16
L000753,turnerphillip@example.com,Butler-Phillips,Referral,Nurture,GEO0415,2025-02-20T09:40:53,2025-11-17T17:08:27
L000754,dennisrodriguez@example.com,"Austin, Dixon and Scott",Referral,Working,GEO0416,2024-12-28T08:13:03,2025-06-02T01:24:55
L000755,bbanks@example.org,"Hunt, Marshall and Moore",Event,Working,GEO0054,2024-08-12T23:43:09,2025-08-26T12:37:58
L000756,monicaolsen@example.net,"Rivera, Bryant and English",Referral,New,GEO0666,2024-03-28T11:10:18,2026-02-08T03:23:18
L000757,lutzryan@example.com,Thomas-Black,Partner,Qualified,GEO0728,2024-10-28T22:45:36,2025-04-16T16:04:44
L000758,tiffany03@example.com,Arnold-Patterson,Inbound SDR,Nurture,GEO0071,2025-07-09T00:07:10,2025-07-14T16:13:32
L000759,qclark@example.org,"Smith, Weber and Lewis",Web,Working,GEO0028,2025-08-13T02:26:57,2025-10-01T08:31:00
L000760,mackenzie67@example.org,Lopez-Leon,Event,Qualified,GEO0222,2024-05-01T08:07:33,2024-12-31T21:40:43
L000761,fwagner@example.com,Kidd and Sons,Referral,Nurture,GEO0011,2025-06-11T19:43:43,2025-09-27T20:26:51
L000762,joseph42@example.com,Santos Group,Outbound,New,GEO0486,2024-08-06T21:26:41,2024-11-04T18:30:13
L000763,bartlettrebecca@example.com,"Johnson, Hawkins and Jimenez",Event,New,GEO0274,2024-01-11T20:04:06,2024-04-17T01:52:39
L000764,tasha78@example.com,Mcmillan PLC,Partner,Disqualified,GEO0069,2024-10-28T18:39:00,2025-10-04T10:26:30
L000765,kristen46@example.org,Thompson-Barnett,Event,Disqualified,GEO0757,2025-09-09T16:56:26,2025-11-14T21:38:03
L000766,michaelparker@example.com,Crosby Group,Outbound,Disqualified,GEO0446,2025-05-25T03:34:19,2025-06-20T08:11:41
L000767,fpeterson@example.org,Espinoza-Banks,Outbound,New,GEO0217,2024-04-11T22:13:13,2025-01-16T21:03:07
L000768,michael89@example.net,Hubbard Inc,Referral,Qualified,GEO0052,2025-03-17T06:56:06,2025-07-12T19:13:14
L000769,lzimmerman@example.com,Valencia-Soto,Referral,Qualified,GEO0717,2026-02-28T12:04:31,2026-03-01T08:40:34
L000770,floresemily@example.org,Schultz Group,Partner,Disqualified,GEO0563,2025-08-17T06:23:34,2025-12-20T09:41:17
L000771,ashley57@example.net,Mcdonald-Ellison,Referral,Nurture,GEO0670,2025-06-23T03:54:08,2025-08-30T02:31:55
L000772,dsingleton@example.org,Jackson and Sons,Partner,Nurture,GEO0665,2026-01-18T03:51:56,2026-02-13T09:57:48
L000773,allendevin@example.com,Benitez-Rowland,Outbound,Disqualified,GEO0376,2025-07-28T20:01:18,2025-11-15T22:49:19
L000774,larry57@example.net,"Taylor, Brooks and Anderson",Web,New,GEO0571,2026-01-16T03:49:47,2026-02-02T18:05:12
L000775,stephanie02@example.net,Martinez PLC,Web,Qualified,GEO0134,2024-09-12T18:40:17,2026-01-02T05:25:08
L000776,moralesjason@example.com,"Clarke, Gonzales and Yang",Referral,Qualified,GEO0192,2024-04-22T02:21:29,2025-08-07T13:05:22
L000777,jonathan77@example.com,"Martin, Cobb and Carson",Referral,Nurture,GEO0256,2025-04-18T11:20:41,2025-06-12T07:24:16
L000778,wigginsbenjamin@example.org,"Malone, Olson and Young",Inbound SDR,Working,GEO0751,2025-09-05T00:06:53,2025-12-12T19:43:18
L000779,danielsingh@example.net,Cortez-Mendoza,Referral,Nurture,GEO0743,2026-02-06T18:47:54,2026-02-26T13:28:41
L000780,bmiller@example.net,Foster-Johnston,Inbound SDR,Nurture,GEO0005,2024-06-15T07:18:41,2025-10-30T01:05:19
L000781,shane38@example.net,"Brown, Hawkins and Lawrence",Outbound,Working,GEO0002,2025-09-18T18:06:03,2025-10-29T23:24:39
L000782,iyu@example.org,"Ruiz, Perkins and Kelly",Inbound SDR,Nurture,GEO0368,2025-05-26T04:32:39,2025-06-06T12:25:36
L000783,thomaspalmer@example.net,Little Inc,Outbound,Nurture,GEO0531,2024-02-03T07:53:40,2025-04-22T09:13:03
L000784,collinscole@example.net,Drake-Leonard,Inbound SDR,Nurture,GEO0553,2024-09-20T19:29:48,2025-12-04T20:39:31
L000785,dorseyjo@example.net,Davis-Jones,Event,New,GEO0695,2025-04-12T14:24:02,2025-11-06T15:50:42
L000786,cmayer@example.org,"Gregory, Gates and Martinez",Inbound SDR,New,GEO0630,2024-01-07T02:11:43,2025-07-22T00:01:09
L000787,thorntonjames@example.com,Roy-Cameron,Web,Working,GEO0111,2024-11-02T17:52:05,2026-02-26T01:00:39
L000788,michael12@example.com,"Padilla, Smith and Snow",Inbound SDR,Working,GEO0460,2025-06-02T20:23:44,2025-09-20T06:19:14
L000789,emilywolfe@example.org,Blake-Byrd,Partner,Nurture,GEO0520,2025-02-13T23:18:28,2025-02-19T05:35:07
L000790,dsheppard@example.net,"Trevino, Navarro and Rodriguez",Referral,Qualified,GEO0506,2025-10-20T21:14:24,2026-01-12T18:46:21
L000791,calvarez@example.net,"Cohen, Johnson and Hamilton",Inbound SDR,Qualified,GEO0524,2025-03-11T19:36:54,2025-11-10T02:17:45
L000792,steven25@example.net,"Johnston, Morales and Martin",Partner,Qualified,GEO0364,2025-11-17T23:23:28,2025-12-21T18:19:21
L000793,jameshester@example.net,Schwartz PLC,Partner,Disqualified,GEO0447,2024-06-16T20:10:20,2024-08-03T17:49:57
L000794,mcdowellthomas@example.org,"Newman, Brown and Washington",Inbound SDR,Working,GEO0208,2024-08-14T23:25:29,2026-01-26T01:42:36
L000795,hgreen@example.net,"Cohen, Chavez and Ruiz",Outbound,Working,GEO0392,2024-06-07T06:23:22,2025-12-10T14:37:30
L000796,melliott@example.net,"Powell, King and Tucker",Partner,Working,GEO0483,2025-04-02T16:52:39,2025-12-15T14:09:21
L000797,jwebster@example.org,Myers-Payne,Referral,Disqualified,GEO0642,2025-02-25T21:44:30,2025-07-30T13:34:42
L000798,sotoamanda@example.com,Oneill and Sons,Partner,Working,GEO0580,2025-01-21T22:32:17,2025-12-11T01:23:20
L000799,martincynthia@example.com,Miller and Sons,Referral,Qualified,GEO0271,2024-08-03T16:23:33,2025-03-12T18:15:42
L000800,howardsandy@example.com,Holder Ltd,Event,Working,GEO0624,2024-03-16T00:15:44,2025-04-27T01:30:42
L000801,singhdonald@example.org,"Nguyen, Wilson and Hughes",Outbound,Qualified,GEO0516,2024-07-23T02:21:59,2024-09-09T12:04:15
L000802,matthew28@example.com,"Holmes, Barajas and Lee",Web,Disqualified,GEO0588,2025-10-25T12:59:17,2025-11-05T01:48:58
L000803,shawpatricia@example.net,"Boone, Adkins and Howell",Partner,Disqualified,GEO0634,2024-07-06T20:00:31,2025-01-24T06:34:14
L000804,glovermelissa@example.net,Lawson-Dixon,Event,New,GEO0319,2025-12-26T01:18:31,2026-02-02T23:05:27
L000805,lindseyhayden@example.net,Roberts Inc,Referral,Working,GEO0798,2024-04-23T13:23:10,2025-10-27T19:12:48
L000806,sruiz@example.org,Mayer-Wilson,Referral,Working,GEO0227,2025-09-19T21:20:31,2025-12-09T23:28:58
L000807,brittneydunn@example.org,Mann PLC,Event,Nurture,GEO0796,2024-09-18T17:10:22,2025-12-26T08:10:14
L000808,hsalazar@example.net,Hunt-Obrien,Referral,Qualified,GEO0651,2025-05-22T00:16:59,2025-09-19T18:13:17
L000809,kristingonzalez@example.com,Collins Ltd,Web,Working,GEO0177,2024-12-03T07:39:40,2025-06-10T03:36:17
L000810,ryanowens@example.com,Harris Ltd,Outbound,Disqualified,GEO0075,2025-02-03T16:57:29,2026-01-21T03:15:39
L000811,laura63@example.com,Smith Ltd,Referral,New,GEO0187,2024-12-24T21:56:43,2025-09-17T11:17:13
L000812,vlee@example.net,Dodson-Harrington,Outbound,Qualified,GEO0309,2024-07-19T11:59:54,2025-12-30T20:46:04
L000813,pateldonald@example.com,Johnston and Sons,Referral,Working,GEO0068,2025-09-16T23:58:00,2026-02-17T12:27:29
L000814,tanya07@example.com,Carson Inc,Web,Working,GEO0163,2025-10-24T13:10:20,2026-02-11T17:59:21
L000815,qrodriguez@example.org,Edwards-Li,Partner,Disqualified,GEO0214,2025-04-02T08:13:19,2025-11-22T10:35:22
L000816,gmeyers@example.com,"Hall, Bradley and Padilla",Web,Disqualified,GEO0213,2024-01-08T16:41:27,2024-03-13T01:20:42
L000817,nroberts@example.com,Martinez Ltd,Outbound,Working,GEO0231,2025-04-22T20:44:20,2025-07-05T16:57:43
L000818,jacobbartlett@example.com,"George, Weeks and Cortez",Outbound,Nurture,GEO0149,2026-01-21T22:05:20,2026-02-27T12:20:19
L000819,obaxter@example.com,Hurst and Sons,Web,Disqualified,GEO0577,2024-08-21T23:01:22,2024-11-13T00:27:23
L000820,theresa10@example.org,Ali PLC,Partner,Disqualified,GEO0387,2025-03-02T12:59:40,2025-10-12T07:33:56
L000821,deborahlewis@example.org,Moore Group,Referral,Working,GEO0186,2025-10-10T12:21:22,2025-12-02T06:52:06
L000822,qbrewer@example.com,Washington Ltd,Inbound SDR,Disqualified,GEO0769,2024-05-16T19:54:15,2024-09-16T23:22:11
L000823,aestrada@example.com,"White, Randolph and Hernandez",Inbound SDR,New,GEO0693,2024-09-07T00:21:58,2024-12-01T13:50:26
L000824,jamesgraham@example.org,Dixon-Rodgers,Referral,Nurture,GEO0626,2025-10-10T06:59:18,2025-12-08T02:36:17
L000825,walkerlisa@example.com,Webb-Thomas,Inbound SDR,Nurture,GEO0365,2025-01-21T14:18:57,2025-12-05T19:53:45
L000826,heatherschmidt@example.net,"King, Waller and Walker",Outbound,New,GEO0247,2025-06-13T09:43:32,2025-11-15T12:59:11
L000827,kathleenpatterson@example.net,Davenport-Kelly,Inbound SDR,Working,GEO0008,2024-10-02T03:18:56,2025-04-24T10:27:00
L000828,jacqueline82@example.com,Chen LLC,Web,Nurture,GEO0050,2024-09-02T02:57:17,2025-11-15T05:22:55
L000829,andrea16@example.com,Ramirez PLC,Event,Nurture,GEO0291,2025-08-10T03:09:50,2025-12-16T00:43:38
L000830,gflowers@example.org,"Singh, Chan and Beard",Referral,Disqualified,GEO0548,2024-10-09T00:21:43,2025-10-29T10:13:17
L000831,jessicahamilton@example.net,Harvey LLC,Partner,New,GEO0497,2024-03-03T09:26:29,2024-12-20T16:01:59
L000832,carla94@example.com,Rodriguez LLC,Web,New,GEO0089,2024-10-08T09:20:29,2026-02-25T11:51:13
L000833,nicholas25@example.org,Delacruz-Marquez,Event,Disqualified,GEO0617,2024-08-15T21:04:22,2025-11-23T08:49:27
L000834,deborah82@example.org,Sandoval Inc,Outbound,Qualified,GEO0297,2024-01-17T16:01:54,2025-07-24T06:05:11
L000835,marymason@example.com,Floyd LLC,Inbound SDR,Qualified,GEO0184,2024-09-19T11:12:47,2024-09-22T15:46:50
L000836,carlsonsteven@example.org,Harris Ltd,Partner,Working,GEO0429,2024-06-06T18:56:23,2025-05-15T04:04:20
L000837,ellenrogers@example.com,"Tran, Matthews and Allen",Inbound SDR,Working,GEO0381,2025-04-01T07:06:16,2026-01-11T17:37:28
L000838,wayne36@example.com,"Mckee, Watson and Haynes",Event,Nurture,GEO0300,2025-10-07T11:36:26,2026-02-13T08:07:12
L000839,patricia01@example.net,"Murray, Ruiz and Guerra",Inbound SDR,Disqualified,GEO0229,2025-07-21T04:54:33,2025-12-08T17:29:21
L000840,tonyaandrews@example.net,"Luna, Green and Mueller",Inbound SDR,Disqualified,GEO0622,2025-01-29T19:39:00,2025-11-08T23:48:58
L000841,blewis@example.com,King and Sons,Partner,Qualified,GEO0135,2024-11-17T04:03:09,2025-08-16T20:48:12
L000842,acampbell@example.org,"Preston, Miller and Miller",Partner,Working,GEO0437,2024-12-17T14:24:52,2025-11-23T15:49:21
L000843,brandygilmore@example.org,"Leonard, Sheppard and Johnson",Outbound,Qualified,GEO0311,2025-01-25T06:41:06,2025-08-02T20:51:34
L000844,pdelgado@example.com,Lawson-Joyce,Web,Nurture,GEO0430,2026-01-13T14:06:54,2026-01-30T14:39:51
L000845,cookalexander@example.net,"Gonzalez, Gross and Marsh",Event,Disqualified,GEO0215,2025-01-25T02:38:56,2026-02-03T22:38:00
L000846,thompsonmichael@example.net,Howard-Mcgee,Inbound SDR,Qualified,GEO0125,2025-04-22T11:07:23,2025-07-03T00:54:49
L000847,lowerydavid@example.net,"Jones, Robinson and Stanton",Web,Nurture,GEO0700,2024-08-05T16:14:48,2025-09-12T16:26:01
L000848,johnschmidt@example.net,"Rogers, Leonard and Casey",Partner,Qualified,GEO0294,2025-03-20T08:19:37,2025-10-19T08:05:07
L000849,ahoffman@example.com,"Hughes, Gonzalez and Brown",Inbound SDR,Nurture,GEO0271,2024-08-31T16:40:40,2025-02-18T21:30:43
L000850,marygomez@example.net,"Gregory, Sanders and Brown",Inbound SDR,New,GEO0166,2024-01-07T12:38:35,2024-06-08T02:38:09
L000851,smithelizabeth@example.net,Howard and Sons,Referral,New,GEO0539,2025-09-13T09:20:01,2026-01-03T12:11:18
L000852,mikayla15@example.org,Barnes-Moore,Event,Qualified,GEO0722,2025-06-28T08:36:49,2025-12-19T18:34:06
L000853,joystewart@example.org,"Rodriguez, Garcia and Flores",Inbound SDR,Disqualified,GEO0463,2024-12-21T10:06:40,2026-03-01T14:30:17
L000854,carolsuarez@example.org,Bass-Bailey,Web,Nurture,GEO0781,2024-09-08T04:05:39,2026-01-25T01:56:10
L000855,bellshane@example.org,Rios Ltd,Referral,Qualified,GEO0416,2024-01-19T08:33:13,2024-07-10T07:19:55
L000856,uhill@example.org,Michael Group,Referral,Qualified,GEO0586,2025-06-08T08:59:05,2025-12-12T05:06:13
L000857,achaney@example.com,Adams Ltd,Outbound,Qualified,GEO0500,2025-07-25T20:19:06,2026-01-05T14:54:07
L000858,kevin76@example.com,Silva and Sons,Partner,Nurture,GEO0251,2024-09-16T11:47:39,2024-09-24T14:04:15
L000859,shawn22@example.org,"Lambert, Jennings and Reed",Event,Nurture,GEO0757,2025-07-28T12:33:17,2025-10-28T17:24:05
L000860,abbottrichard@example.net,Willis and Sons,Event,Working,GEO0386,2025-03-16T16:17:49,2025-07-06T17:32:57
L000861,qsmith@example.com,Brewer Group,Inbound SDR,Working,GEO0479,2025-09-28T07:44:02,2025-12-01T09:36:47
L000862,thomasholly@example.org,Robinson Group,Inbound SDR,New,GEO0041,2025-07-13T16:44:39,2026-02-04T10:53:33
L000863,waynecombs@example.com,"Flowers, Williams and Martin",Referral,Working,GEO0742,2024-04-25T23:40:32,2026-01-25T21:25:29
L000864,jenniferrogers@example.net,Baker-Phillips,Outbound,Disqualified,GEO0783,2024-08-12T19:24:01,2024-09-08T16:26:46
L000865,david24@example.org,Sanchez-Green,Partner,Qualified,GEO0369,2024-01-01T01:18:36,2025-08-18T01:13:13
L000866,johnbailey@example.net,"Weiss, Miller and Daniels",Referral,Qualified,GEO0386,2024-06-15T03:11:50,2025-05-21T20:06:49
L000867,thomassmith@example.com,"Humphrey, Harmon and Cox",Outbound,Qualified,GEO0359,2025-11-14T13:38:33,2025-12-10T21:26:55
L000868,anna23@example.com,Fisher-Perez,Referral,New,GEO0561,2025-04-30T18:01:57,2026-02-07T17:23:54
L000869,georgejones@example.net,Olson-Jones,Partner,New,GEO0325,2025-11-13T10:16:09,2025-12-18T01:07:55
L000870,simpsonearl@example.org,"Reyes, Li and Branch",Referral,Disqualified,GEO0291,2024-05-31T15:12:05,2025-06-11T09:09:05
L000871,bullockelizabeth@example.net,"Little, Ellis and Hamilton",Partner,Nurture,GEO0752,2024-05-14T17:29:03,2025-07-03T10:57:29
L000872,traviswagner@example.com,Murray-Jackson,Inbound SDR,Working,GEO0588,2024-02-23T08:17:46,2025-03-04T04:03:37
L000873,jonestyler@example.com,Cowan and Sons,Event,New,GEO0592,2025-06-24T16:07:35,2026-02-05T11:18:34
L000874,webstervalerie@example.com,Young-Singh,Inbound SDR,Nurture,GEO0694,2024-02-20T00:03:57,2026-02-24T19:33:21
L000875,lbullock@example.com,"Dean, Palmer and Ho",Partner,Qualified,GEO0136,2024-04-04T11:00:20,2024-08-23T18:15:21
L000876,aphillips@example.com,Martinez Group,Web,New,GEO0161,2024-09-18T14:57:55,2025-05-04T14:50:09
L000877,anthonylawrence@example.net,"Robinson, Copeland and Martin",Partner,Disqualified,GEO0122,2024-02-24T04:11:22,2025-05-26T08:24:59
L000878,jimbrown@example.com,Hancock-Reynolds,Inbound SDR,Nurture,GEO0079,2024-11-16T08:33:02,2025-06-24T06:55:41
L000879,karen33@example.com,"Robles, Foster and Miller",Inbound SDR,Nurture,GEO0092,2024-09-26T12:32:02,2025-03-11T07:18:01
L000880,marcia57@example.net,Peters-Santos,Referral,New,GEO0770,2025-05-15T13:59:58,2025-12-25T23:08:48
L000881,jameswilliam@example.com,Todd-Wheeler,Web,Qualified,GEO0109,2025-11-03T03:32:55,2026-01-10T00:53:15
L000882,jcurtis@example.net,Mcclure-Johnson,Event,New,GEO0510,2025-06-20T10:39:00,2026-01-29T19:58:31
L000883,paul63@example.net,Hardy-Perez,Inbound SDR,Qualified,GEO0565,2024-01-14T16:09:18,2026-02-16T17:44:05
L000884,charles01@example.com,"Walls, Herrera and Smith",Event,Disqualified,GEO0651,2024-10-30T09:06:04,2024-12-29T12:48:45
L000885,catherine56@example.net,Brown-Stewart,Outbound,Disqualified,GEO0793,2024-09-25T08:40:54,2025-07-09T20:34:37
L000886,pamelafrazier@example.org,Morgan LLC,Inbound SDR,Qualified,GEO0428,2025-11-18T01:38:26,2026-02-17T09:36:24
L000887,timothy81@example.com,"Mitchell, Powell and Hernandez",Event,Nurture,GEO0284,2024-11-26T19:03:03,2026-02-01T00:41:42
L000888,dave46@example.com,Gibson-Brown,Outbound,New,GEO0502,2025-06-02T07:23:02,2025-07-19T10:41:56
L000889,tiffanyowens@example.com,"Nielsen, Harvey and Williams",Partner,Nurture,GEO0188,2024-08-11T09:08:37,2024-10-17T09:35:37
L000890,isaiah46@example.org,"Galloway, Torres and Parrish",Referral,Disqualified,GEO0349,2025-05-23T18:01:39,2025-05-24T18:01:29
L000891,pwiggins@example.com,Johnston-Hill,Web,Qualified,GEO0545,2024-04-26T04:38:01,2024-10-24T23:46:32
L000892,kimberly83@example.net,Williams-Baker,Referral,New,GEO0216,2024-02-08T07:54:08,2025-06-10T16:00:38
L000893,leahstevenson@example.org,"Taylor, Wolf and Jones",Partner,New,GEO0159,2024-04-27T03:54:19,2025-10-02T17:12:29
L000894,paynedavid@example.net,Johnson-Henderson,Event,Working,GEO0603,2025-05-15T13:58:58,2026-01-24T02:39:56
L000895,briley@example.org,Hopkins-Oneill,Inbound SDR,Disqualified,GEO0419,2024-10-28T10:59:21,2025-05-24T17:11:05
L000896,andrew08@example.net,Collins Ltd,Outbound,New,GEO0761,2026-01-15T19:03:34,2026-02-18T09:56:52
L000897,denisemartin@example.com,"Marsh, Barton and Sims",Partner,Working,GEO0569,2024-01-27T15:20:13,2025-12-20T11:53:36
L000898,griffinashley@example.net,Moran and Sons,Referral,Qualified,GEO0782,2025-01-22T06:43:20,2025-06-27T12:28:48
L000899,reesewilliam@example.com,Martin Group,Referral,Nurture,GEO0480,2025-09-19T17:13:28,2026-01-24T19:08:47
L000900,wwells@example.com,"Morton, Herman and Leblanc",Outbound,Nurture,GEO0065,2025-08-03T09:02:48,2025-10-25T14:37:12
L000901,idavis@example.org,"Soto, Larson and Thomas",Web,Qualified,GEO0305,2025-04-13T04:35:34,2025-10-21T11:44:09
L000902,rpatterson@example.com,"Lawrence, Morgan and Escobar",Web,Disqualified,GEO0640,2025-08-26T01:08:56,2025-10-30T12:04:18
L000903,josephlarson@example.com,Velazquez-King,Referral,Working,GEO0018,2024-03-18T10:35:00,2024-12-03T21:32:57
L000904,chase15@example.net,"King, Ward and King",Event,Disqualified,GEO0513,2024-09-26T23:07:07,2024-09-29T11:23:37
L000905,ltaylor@example.org,Hudson-Hill,Inbound SDR,Qualified,GEO0791,2025-02-07T04:44:33,2025-10-09T17:16:04
L000906,garciaapril@example.com,Lee-Cooper,Outbound,Nurture,GEO0303,2025-06-26T14:50:43,2026-01-09T16:32:25
L000907,ejones@example.com,Hurley PLC,Referral,Working,GEO0488,2026-01-10T23:06:24,2026-01-20T06:37:08
L000908,fhammond@example.org,Randall and Sons,Inbound SDR,Nurture,GEO0633,2025-03-06T15:49:11,2025-07-13T08:16:43
L000909,michael54@example.com,"Curry, Jackson and Miller",Web,Disqualified,GEO0523,2024-07-13T14:28:52,2025-04-27T08:11:05
L000910,josephmeyer@example.net,Garcia-Hayes,Event,Disqualified,GEO0123,2024-10-28T01:19:43,2025-06-15T19:16:52
L000911,dmartin@example.net,"Long, Fleming and Ritter",Inbound SDR,Qualified,GEO0680,2025-12-27T13:18:19,2026-01-08T11:53:03
L000912,sstout@example.com,Bailey-Carrillo,Partner,Qualified,GEO0227,2025-12-15T21:21:59,2026-02-19T10:12:09
L000913,marshalljavier@example.org,Mitchell Ltd,Referral,Qualified,GEO0191,2025-03-22T11:49:11,2025-12-31T15:45:05
L000914,wendythomas@example.net,"Moore, Ortiz and Tran",Inbound SDR,Disqualified,GEO0141,2025-03-15T09:16:57,2025-07-24T05:41:40
L000915,tjames@example.org,Mccarthy-Haynes,Partner,Disqualified,GEO0730,2024-09-20T15:36:26,2025-05-20T10:31:33
L000916,alisonhill@example.net,Bowman LLC,Web,Qualified,GEO0072,2024-10-19T03:48:57,2025-01-28T16:16:20
L000917,james35@example.net,"Wilson, Hensley and Brown",Web,Working,GEO0047,2024-03-31T23:08:38,2026-02-15T19:49:36
L000918,wileykayla@example.net,"Rhodes, Schultz and Baxter",Web,Working,GEO0047,2024-01-29T06:47:48,2026-01-12T23:42:30
L000919,ysimmons@example.net,Webb PLC,Partner,New,GEO0649,2024-05-17T11:26:55,2024-10-24T11:51:01
L000920,janderson@example.net,Lee-Contreras,Event,Qualified,GEO0099,2024-12-25T20:09:07,2025-05-07T18:30:16
L000921,hunterhuff@example.com,"Huerta, Perez and Snyder",Web,New,GEO0481,2024-05-19T13:42:51,2025-07-29T08:24:29
L000922,richardmiller@example.org,Colon PLC,Outbound,Working,GEO0508,2025-03-15T12:02:58,2025-11-09T12:49:49
L000923,jeffery68@example.net,"Moore, Brown and Singh",Inbound SDR,Qualified,GEO0058,2024-01-17T19:18:08,2024-03-20T22:08:09
L000924,morrisonsusan@example.net,Archer and Sons,Inbound SDR,Working,GEO0190,2026-01-26T11:50:34,2026-02-28T11:08:40
L000925,julia70@example.org,Soto-Travis,Event,Disqualified,GEO0283,2024-08-24T03:24:45,2025-06-13T18:56:28
L000926,yvonneshields@example.net,Ross LLC,Inbound SDR,Disqualified,GEO0298,2025-08-12T09:30:40,2025-10-16T00:07:35
L000927,angelaberry@example.net,Hobbs Group,Outbound,Qualified,GEO0105,2024-03-03T16:07:14,2024-03-22T22:47:04
L000928,kimberly94@example.com,"Schneider, Rasmussen and Foster",Event,Working,GEO0094,2024-01-05T12:43:05,2024-09-30T19:55:47
L000929,melissamartinez@example.org,Taylor PLC,Inbound SDR,Nurture,GEO0206,2025-10-03T19:10:12,2026-01-13T03:07:57
L000930,djones@example.org,"Hutchinson, Calderon and Brown",Outbound,Qualified,GEO0772,2025-10-29T15:50:16,2025-12-25T14:13:04
L000931,taylorjack@example.org,"Taylor, Nixon and Montgomery",Event,Working,GEO0679,2024-08-15T22:58:06,2024-11-28T15:50:54
L000932,carpenterkevin@example.com,"Henry, Smith and Freeman",Outbound,Working,GEO0033,2024-02-16T04:36:46,2024-10-28T10:46:22
L000933,vangkatherine@example.com,Mckenzie-Mckinney,Referral,Qualified,GEO0764,2025-08-07T04:49:43,2025-12-14T12:35:54
L000934,johnnyrodriguez@example.org,Morales and Sons,Outbound,New,GEO0188,2025-05-10T20:31:20,2025-06-08T05:51:59
L000935,vreeves@example.org,Porter-Reynolds,Referral,Disqualified,GEO0479,2024-10-01T19:37:07,2025-02-22T01:53:25
L000936,whitney11@example.com,James-Chandler,Inbound SDR,New,GEO0651,2025-11-17T10:21:58,2026-02-02T16:37:47
L000937,nsilva@example.org,Johnson PLC,Referral,Disqualified,GEO0311,2024-07-10T14:46:50,2025-10-30T11:11:46
L000938,hannahlynch@example.com,"Lee, Rogers and Ellis",Event,Working,GEO0072,2024-06-02T12:22:57,2025-05-23T02:46:20
L000939,gcastillo@example.org,Klein LLC,Referral,Disqualified,GEO0180,2024-05-05T15:41:21,2025-02-16T03:52:00
L000940,terrellspencer@example.net,Taylor-Wiggins,Event,Qualified,GEO0099,2025-03-07T16:22:33,2025-12-03T07:17:24
L000941,james37@example.org,"Smith, Luna and Smith",Inbound SDR,Nurture,GEO0631,2024-05-31T17:03:18,2024-09-23T18:49:55
L000942,qmartinez@example.org,Benson-Ayala,Web,New,GEO0146,2024-03-14T12:32:57,2025-10-06T00:11:49
L000943,fullersusan@example.org,Garcia-Harris,Referral,New,GEO0768,2025-05-29T10:37:22,2025-10-13T05:23:03
L000944,jordan69@example.net,Ramirez-Michael,Event,Working,GEO0178,2024-10-05T09:08:27,2025-02-10T00:17:31
L000945,kennedydeborah@example.net,"Waters, Velasquez and Dyer",Partner,Nurture,GEO0610,2024-04-02T18:59:02,2025-09-04T01:16:54
L000946,cathy51@example.org,Martin-Page,Inbound SDR,Nurture,GEO0154,2025-08-20T14:37:23,2025-10-10T09:14:54
L000947,shawn02@example.com,"Hansen, White and Guerrero",Outbound,New,GEO0590,2024-08-30T12:27:25,2024-10-10T08:21:49
L000948,suzanneparker@example.com,Moore PLC,Outbound,Working,GEO0044,2024-06-03T23:46:36,2024-10-18T06:58:34
L000949,gwendolynthompson@example.org,Macdonald Ltd,Web,Working,GEO0139,2024-06-14T11:00:11,2025-06-10T17:03:09
L000950,lutzjennifer@example.net,Bauer-Potts,Event,Disqualified,GEO0579,2025-07-25T13:47:48,2025-12-12T06:57:01
L000951,lbailey@example.com,Hudson-Robinson,Outbound,Working,GEO0249,2024-12-08T17:39:19,2026-02-08T00:37:33
L000952,gbowman@example.net,"Barrera, Castro and Barron",Partner,Qualified,GEO0636,2025-03-08T03:38:34,2025-09-22T08:44:33
L000953,amyholmes@example.net,Reyes-Woodard,Event,Qualified,GEO0075,2026-02-24T21:27:27,2026-02-26T18:49:12
L000954,oliviarodriguez@example.com,Ortega PLC,Referral,Working,GEO0713,2025-01-07T16:23:30,2026-01-07T03:55:10
L000955,collinsjohn@example.com,"Brown, Kirk and Cox",Referral,Working,GEO0750,2024-05-05T21:31:56,2024-05-10T03:06:36
L000956,bgarza@example.org,Lucas and Sons,Event,Working,GEO0616,2024-05-21T14:15:31,2024-12-22T19:14:57
L000957,cheryldavis@example.net,Jackson-Fletcher,Inbound SDR,Nurture,GEO0712,2024-07-10T01:04:53,2025-01-03T05:30:42
L000958,wolfekayla@example.org,"Wagner, Dawson and Griffith",Outbound,Disqualified,GEO0348,2024-04-07T23:30:53,2026-01-28T23:58:00
L000959,nrogers@example.org,Reid-Rocha,Web,New,GEO0297,2024-08-18T10:50:12,2026-01-06T03:49:33
